,Q_id_x,Q_create_time,View_count,Comment_count,Score,Answer_count,Accepted_Answer_id,Answer_tup,First_ans_time,First_acc_ans_time,Duration_ans,Duration_acc_ans
0,43080583.0,2017-03-28 21:50:44,10999.0,5.0,12.0,3.0,43080779.0,"[(43080779.0, '2017-03-28 22:04:07'), (52832219.0, '2018-10-16 09:27:42'), (61304189.0, '2020-04-19 12:18:16')]",2017-03-28 22:04:07,2017-03-28 22:04:07,0.22305555555555556,0.22305555555555556
1,43104252.0,2017-03-29 21:12:52,3868.0,0.0,5.0,2.0,,"[(43106686.0, '2017-03-30 01:00:06'), (43128647.0, '2017-03-30 21:25:46')]",2017-03-30 01:00:06,,3.7872222222222223,
2,43556339.0,2017-04-22 07:06:45,1110.0,2.0,1.0,1.0,,"[(43640174.0, '2017-04-26 16:49:59')]",2017-04-26 16:49:59,,105.72055555555555,
3,43585263.0,2017-04-24 10:07:01,1226.0,2.0,0.0,1.0,,"[(48218569.0, '2018-01-12 02:07:11'), (67077298.0, '2021-04-13 14:54:58'), (77031545.0, '2023-09-03 08:43:37')]",2018-01-12 02:07:11,,6304.002777777778,
4,43662364.0,2017-04-27 15:45:38,897.0,0.0,0.0,1.0,,"[(43669406.0, '2017-04-27 23:17:20')]",2017-04-27 23:17:20,,7.528333333333333,
5,43781526.0,2017-05-04 11:24:01,1062.0,3.0,0.0,1.0,43811604.0,"[(43811604.0, '2017-05-05 18:27:53')]",2017-05-05 18:27:53,2017-05-05 18:27:53,31.064444444444444,31.064444444444444
6,43961051.0,2017-05-14 06:33:38,1392.0,2.0,0.0,1.0,,"[(46645148.0, '2017-10-09 11:15:58')]",2017-10-09 11:15:58,,3556.7055555555557,
7,44403886.0,2017-06-07 05:02:37,901.0,0.0,1.0,1.0,,"[(44406900.0, '2017-06-07 08:03:00')]",2017-06-07 08:03:00,,3.006388888888889,
8,44843033.0,2017-06-30 09:24:57,2243.0,2.0,0.0,1.0,,"[(44954311.0, '2017-07-06 16:23:50')]",2017-07-06 16:23:50,,150.9813888888889,
9,45446983.0,2017-08-01 20:18:51,8089.0,2.0,7.0,2.0,45461669.0,"[(45449892.0, '2017-08-02 01:10:07'), (45461669.0, '2017-08-02 13:03:18')]",2017-08-02 01:10:07,2017-08-02 13:03:18,4.854444444444445,16.740833333333335
10,45617017.0,2017-08-10 14:50:02,3993.0,4.0,0.0,2.0,45879827.0,"[(45879827.0, '2017-08-25 10:55:51'), (52943729.0, '2018-10-23 07:45:54')]",2017-08-25 10:55:51,2017-08-25 10:55:51,356.09694444444443,356.09694444444443
11,45673949.0,2017-08-14 11:53:09,2777.0,5.0,1.0,3.0,45674533.0,"[(45674533.0, '2017-08-14 12:26:26'), (45790593.0, '2017-08-21 06:31:58'), (46688973.0, '2017-10-11 13:04:27')]",2017-08-14 12:26:26,2017-08-14 12:26:26,0.5547222222222222,0.5547222222222222
12,45861767.0,2017-08-24 12:32:58,6993.0,0.0,4.0,1.0,,"[(46865203.0, '2017-10-21 16:07:57')]",2017-10-21 16:07:57,,1395.5830555555556,
13,46474426.0,2017-09-28 16:49:45,683.0,4.0,0.0,1.0,,"[(46491810.0, '2017-09-29 15:08:41')]",2017-09-29 15:08:41,,22.315555555555555,
14,46482787.0,2017-09-29 06:15:50,3662.0,0.0,1.0,1.0,46486927.0,"[(46486927.0, '2017-09-29 10:29:39')]",2017-09-29 10:29:39,2017-09-29 10:29:39,4.230277777777777,4.230277777777777
15,46509039.0,2017-10-01 03:50:18,4559.0,2.0,3.0,3.0,,"[(46565802.0, '2017-10-04 13:11:58'), (49472197.0, '2018-03-25 03:15:47'), (52350192.0, '2018-09-16 01:22:04')]",2017-10-04 13:11:58,,81.36111111111111,
16,46625967.0,2017-10-07 23:07:54,255.0,0.0,1.0,1.0,46694833.0,"[(46694833.0, '2017-10-11 18:06:02')]",2017-10-11 18:06:02,2017-10-11 18:06:02,90.96888888888888,90.96888888888888
17,46704352.0,2017-10-12 07:57:29,8890.0,3.0,3.0,2.0,50496721.0,"[(46722223.0, '2017-10-13 03:44:45'), (50496721.0, '2018-05-23 20:10:57'), (66612233.0, '2021-03-13 10:10:20')]",2017-10-13 03:44:45,2018-05-23 20:10:57,19.787777777777777,5364.224444444444
18,47145683.0,2017-11-06 20:59:12,117.0,0.0,0.0,1.0,47146517.0,"[(47146517.0, '2017-11-06 21:56:02')]",2017-11-06 21:56:02,2017-11-06 21:56:02,0.9472222222222222,0.9472222222222222
19,47312396.0,2017-11-15 16:20:37,15660.0,4.0,4.0,4.0,47341747.0,"[(47341747.0, '2017-11-17 01:09:05'), (62703853.0, '2020-07-02 19:37:10'), (62784871.0, '2020-07-07 22:30:48'), (64899077.0, '2020-11-18 18:24:52'), (73126570.0, '2022-07-26 16:04:35'), (76225251.0, '2023-05-11 07:50:25')]",2017-11-17 01:09:05,2017-11-17 01:09:05,32.80777777777778,32.80777777777778
20,47403634.0,2017-11-21 01:06:04,2868.0,2.0,2.0,1.0,47411454.0,"[(47411454.0, '2017-11-21 11:00:42'), (77091463.0, '2023-09-12 17:34:17')]",2017-11-21 11:00:42,2017-11-21 11:00:42,9.910555555555556,9.910555555555556
21,47594358.0,2017-12-01 13:20:26,8630.0,0.0,3.0,1.0,,"[(47680685.0, '2017-12-06 18:00:59')]",2017-12-06 18:00:59,,124.67583333333333,
22,47635918.0,2017-12-04 14:46:51,1974.0,0.0,0.0,1.0,47638058.0,"[(47638058.0, '2017-12-04 16:45:07')]",2017-12-04 16:45:07,2017-12-04 16:45:07,1.971111111111111,1.971111111111111
23,47645423.0,2017-12-05 03:06:04,1848.0,0.0,2.0,1.0,,"[(52959394.0, '2018-10-24 00:10:46')]",2018-10-24 00:10:46,,7749.078333333333,
24,47762973.0,2017-12-11 23:16:00,3252.0,0.0,4.0,2.0,,"[(47804858.0, '2017-12-14 02:07:37'), (52040980.0, '2018-08-27 13:56:05')]",2017-12-14 02:07:37,,50.860277777777775,
25,48343857.0,2018-01-19 14:58:43,4880.0,0.0,4.0,2.0,48344268.0,"[(48344268.0, '2018-01-19 15:19:52'), (55742819.0, '2019-04-18 09:14:24'), (68094402.0, '2021-06-23 06:11:36')]",2018-01-19 15:19:52,2018-01-19 15:19:52,0.3525,0.3525
26,48402009.0,2018-01-23 12:40:03,9740.0,4.0,5.0,1.0,48559107.0,"[(48559107.0, '2018-02-01 09:17:35'), (70089872.0, '2021-11-24 01:44:45')]",2018-02-01 09:17:35,2018-02-01 09:17:35,212.62555555555556,212.62555555555556
27,48527722.0,2018-01-30 17:58:28,183.0,1.0,0.0,1.0,48545859.0,"[(48545859.0, '2018-01-31 15:34:55')]",2018-01-31 15:34:55,2018-01-31 15:34:55,21.6075,21.6075
28,48715030.0,2018-02-09 22:27:40,318.0,0.0,0.0,1.0,,"[(49036312.0, '2018-02-28 18:33:36')]",2018-02-28 18:33:36,,452.0988888888889,
29,48807989.0,2018-02-15 13:03:46,2248.0,0.0,1.0,1.0,,"[(48824423.0, '2018-02-16 10:12:23'), (77820026.0, '2024-01-15 13:13:25')]",2018-02-16 10:12:23,,21.14361111111111,
30,48895910.0,2018-02-20 23:33:18,2472.0,0.0,0.0,1.0,48903086.0,"[(48903086.0, '2018-02-21 10:05:26')]",2018-02-21 10:05:26,2018-02-21 10:05:26,10.535555555555556,10.535555555555556
31,49033764.0,2018-02-28 16:03:38,1004.0,0.0,1.0,1.0,,"[(49035901.0, '2018-02-28 18:04:22')]",2018-02-28 18:04:22,,2.0122222222222224,
32,49088670.0,2018-03-03 20:03:43,1877.0,0.0,1.0,1.0,49104233.0,"[(49104233.0, '2018-03-05 05:51:25')]",2018-03-05 05:51:25,2018-03-05 05:51:25,33.795,33.795
33,49097669.0,2018-03-04 16:35:16,1163.0,0.0,0.0,1.0,,"[(49097696.0, '2018-03-04 16:37:37')]",2018-03-04 16:37:37,,0.03916666666666667,
34,49161652.0,2018-03-07 21:39:08,3693.0,0.0,7.0,3.0,49316176.0,"[(49253755.0, '2018-03-13 10:27:34'), (49316176.0, '2018-03-16 08:30:40'), (60593633.0, '2020-03-09 01:20:09')]",2018-03-13 10:27:34,2018-03-16 08:30:40,132.8072222222222,202.85888888888888
35,49206550.0,2018-03-10 07:36:40,14246.0,0.0,12.0,1.0,49209628.0,"[(49209628.0, '2018-03-10 13:30:24')]",2018-03-10 13:30:24,2018-03-10 13:30:24,5.895555555555555,5.895555555555555
36,49232441.0,2018-03-12 10:00:17,385.0,5.0,0.0,1.0,,"[(49232727.0, '2018-03-12 10:14:52')]",2018-03-12 10:14:52,,0.24305555555555555,
37,49520443.0,2018-03-27 18:52:50,732.0,3.0,0.0,1.0,,"[(49522566.0, '2018-03-27 21:18:33')]",2018-03-27 21:18:33,,2.428611111111111,
38,49624501.0,2018-04-03 07:26:02,2227.0,2.0,0.0,2.0,,"[(50124266.0, '2018-05-01 21:42:23'), (64835536.0, '2020-11-14 15:31:33')]",2018-05-01 21:42:23,,686.2725,
39,49675499.0,2018-04-05 14:56:57,2453.0,3.0,1.0,2.0,51724880.0,"[(49684592.0, '2018-04-06 02:59:32'), (51724880.0, '2018-08-07 10:45:26')]",2018-04-06 02:59:32,2018-08-07 10:45:26,12.043055555555556,2971.8080555555557
40,49878836.0,2018-04-17 12:59:24,2669.0,0.0,4.0,3.0,49944604.0,"[(49905600.0, '2018-04-18 17:24:17'), (49919553.0, '2018-04-19 11:06:17'), (49944604.0, '2018-04-20 15:02:12')]",2018-04-18 17:24:17,2018-04-20 15:02:12,28.414722222222224,74.04666666666667
41,49987673.0,2018-04-23 18:27:26,289.0,0.0,0.0,1.0,,"[(49996974.0, '2018-04-24 08:35:49')]",2018-04-24 08:35:49,,14.139722222222222,
42,49993776.0,2018-04-24 05:03:31,3966.0,0.0,1.0,1.0,49996655.0,"[(49996655.0, '2018-04-24 08:16:23')]",2018-04-24 08:16:23,2018-04-24 08:16:23,3.2144444444444447,3.2144444444444447
